idx,나이,클릭 장소 목록,클릭 포스트 목록,클릭 영상 목록,상품목록1(결제화면),상품목록2(결제),상품목록3(장바구니),좋아요(상품),좋아요(스팟),북마크(상품),북마크(스팟),결제상품 목록,관심 아이템,관심 아웃도어
3662,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3663,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3664,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3665,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3666,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3667,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3668,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3669,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3670,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3671,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3672,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3673,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3674,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3675,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3676,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3677,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3678,48,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3679,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3680,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3681,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3682,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3683,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3684,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3685,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3686,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3687,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3688,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3689,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3690,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3691,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3692,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3694,32,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3695,42,,,,,,,,,,,,,
3696,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3697,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
3698,44,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
3699,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3700,24,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3701,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3702,37,,,,,,,,,,,,,
3703,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3704,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3705,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3706,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3707,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3708,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3709,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3710,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3711,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
3712,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3713,39,,,,,,,,,,,,,
3714,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3715,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3716,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3717,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
3718,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3719,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3720,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3721,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3722,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3723,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3724,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3725,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3726,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3727,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3728,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3729,37,,,,,,,,,,,,,
3730,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3731,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3732,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3733,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3734,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3735,,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
3736,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3737,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3738,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3739,52,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3740,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3741,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3742,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3743,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3744,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3745,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3746,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3747,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3748,37,,,,,,,,,,,,,
3749,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3750,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3751,49,,,,,,,,,,,,,
3752,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3753,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3754,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3755,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3757,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3758,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3759,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3760,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3761,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3762,43,,,,,,,,,,,,,
3763,41,,,,,,,,,,,,,
3764,33,,,,,,,,,,,,,
3766,25,,,,,,,,,,,,,
3767,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3768,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3769,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3770,41,,,,,,,,,,,,,
3771,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3772,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3773,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3774,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3775,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3776,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3777,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3778,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3779,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3780,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3781,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3782,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3783,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3784,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3785,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3786,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3787,,,,,,,,,,,,,,
3788,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3789,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3790,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3791,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3792,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3793,31,,,,,,,,,,,,,
3794,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3795,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3796,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3797,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3798,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3799,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3800,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3801,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3802,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3803,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3804,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3805,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3806,39,,,,,,,,,,,,,
3807,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3808,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3809,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3810,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3811,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3812,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3813,29,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3814,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3815,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3816,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3817,43,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
3818,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3819,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3820,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3821,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3822,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3823,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3824,59,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3825,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3826,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3827,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3828,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3829,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3830,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3831,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3832,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3833,42,,,,,,,,,,,,,
3834,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3835,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3836,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3837,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3838,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3839,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3840,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3841,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3842,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3843,30,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
3844,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3845,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3846,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3847,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3848,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3849,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3850,30,,,,,,,,,,,,,
3851,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3852,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3853,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3854,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3855,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3856,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3857,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3858,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3859,43,,,,,,,,,,,,,
3860,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3861,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3862,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3863,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3864,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3865,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3866,38,,,,,,,,,,,,,
3867,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3868,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3869,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3870,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3871,44,,,,,,,,,,,,,
3872,25,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3873,29,,,,,,,,,,,,,
3874,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3875,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3876,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3877,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3878,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3879,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
3880,70,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3881,45,,,,,,,,,,,,,
3882,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3883,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3884,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3885,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3886,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3887,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3888,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3889,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3890,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3891,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3892,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3893,31,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
3894,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3895,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3896,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3897,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3898,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3899,42,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
3900,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3901,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3902,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3903,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3904,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3905,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3906,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3907,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3908,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3914,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3915,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3916,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3917,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3918,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3919,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3920,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3921,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3922,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3923,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3924,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3925,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3926,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3927,35,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
3928,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3929,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3930,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3931,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3932,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3933,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3934,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3935,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3936,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3937,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3938,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3939,48,,,,,,,,,,,,,
3940,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3941,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3942,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3943,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3944,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3945,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3946,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3947,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3948,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3949,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3950,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3951,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3952,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3956,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3957,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3958,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3959,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3960,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3961,42,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
3962,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3963,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3964,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3965,33,,,,,,,,,,,,,
3966,22,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3967,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3968,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3969,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3970,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3971,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3972,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3973,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3974,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3975,46,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3976,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3977,29,,,,,,,,,,,,,
3978,43,,,,,,,,,,,,,
3979,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3980,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3981,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
3982,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3983,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3984,36,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3985,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3986,28,,,,,,,,,,,,,
3987,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3988,41,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
3989,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3990,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3991,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3992,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3993,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3994,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3995,42,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
3996,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3997,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3998,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
3999,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4000,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4001,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4002,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4003,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
4004,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4005,46,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
4006,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4007,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4008,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4009,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4010,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4011,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4012,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4013,38,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
4014,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4015,43,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
4016,42,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
4017,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4018,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4019,32,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
4020,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4021,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
4022,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4023,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4024,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
4025,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
